singleID,singleName,releaseDate,singleCategory,artistName,labelName
48,乙女 パスタに感動,2000/7/5,シングル,タンポポ,zetima
49,上海の風,2000/7/12,シングル,中澤ゆうこ,zetima
50,HEY! 真夏の蜃気楼,2000/7/19,シングル,T&Cボンバー,"	zetima"
51,私も「I LOVE YOU」,2000/7/26,シングル,ココナッツ娘。,SME Records
52,青春時代1.2.3!/バイセコー大成功,2000/7/26,シングル,プッチモニ,zetima
53,恋がステキな季節,2000/7/31,インディーズシングル,カントリー娘。,SPREE RECORD
54,愛の力,2000/8/9,シングル,平家みちよ,ワーナーミュージック・ジャパン
55,I WISH,2000/9/6,シングル,モーニング娘。,zetima
56,心のフェロモン,2000/11/1,インディーズシングル,シェキドル,SPREE RECORD
57,恋愛レボリューション21,2000/12/13,シングル,モーニング娘。,zetima
58,東京Youターン,2001/1/1,シングル,前田有紀,テイチクエンタテインメント
59,ミニモニ。ジャンケンぴょん!/春夏秋冬だいすっき!,2001/1/17,シングル,ミニモニ。,zetima
60,結局 Bye Bye Bye,2001/2/7,シングル,平家みちよ,ワーナーミュージック・ジャパン
573,ゆ・う・わ・く,2001/2/14,インディーズシングル,中澤裕子,UP-FRONT INTERNATIONAL
574,真夏の誕生日,2001/2/14,インディーズシングル,安倍なつみ,UP-FRONT INTERNATIONAL
575,あなたの髪の香り,2001/2/14,インディーズシングル,飯田圭織,UP-FRONT INTERNATIONAL
576,マリンスポーツ!,2001/2/14,インディーズシングル,矢口真里,UP-FRONT INTERNATIONAL
577,LOVE–計算チガイ–,2001/2/14,インディーズシングル,保田圭,UP-FRONT INTERNATIONAL
61,ごちゃまぜLOVE,2001/2/14,インディーズシングル,後藤真希,UP-FRONT INTERNATIONAL
578,理解して！＞女の子,2001/2/14,インディーズシングル,石川梨華,UP-FRONT INTERNATIONAL
579,「よして、よして…」,2001/2/14,インディーズシングル,吉澤ひとみ,UP-FRONT INTERNATIONAL
580,恋愛ってなあに?,2001/2/14,インディーズシングル,加護亜依,UP-FRONT INTERNATIONAL
581,NON STOP,2001/2/14,インディーズシングル,辻希美,UP-FRONT INTERNATIONAL
62,悔し涙 ぽろり,2001/2/15,シングル,中澤ゆうこ,zetima
63,恋をしちゃいました!,2001/2/21,シングル,タンポポ,zetima
64,BABY!恋にKNOCK OUT!,2001/2/28,シングル,プッチモニ,zetima
65,電話待っています,2001/3/7,シングル,メロン記念日,zetima
66,愛のバカやろう,2001/3/28,シングル,後藤真希,zetima
67,ドッキドキ!LOVEメール,2001/4/11,シングル,松浦亜弥,zetima
68,徹底的運命,2001/4/13,インディーズシングル,シェキドル,SPREE RECORD
69,初めてのハッピーバースディ!,2001/4/18,シングル,カントリー娘。に石川梨華（モーニング娘。）,zetima
70,トロピカ～ル恋して～る,2001/6/13,シングル,松浦亜弥,zetima
71,全体的に大好きです。,2001/6/27,インディーズシングル,シェキドル,SPREE RECORD
72,ダンシング!夏祭り,2001/7/4,シングル,10人祭,zetima
73,サマーれげぇ!レインボー,2001/7/4,シングル,7人祭,zetima
74,チュッ!夏パ～ティ,2001/7/4,シングル,三人祭,zetima
75,ザ☆ピ～ス!,2001/7/25,シングル,モーニング娘。,zetima
76,二人暮し,2001/8/1,シングル,中澤裕子,zetima
77,情熱行き 未来船,2001/8/22,シングル,ココナッツ娘。,zetima
78,LOVE涙色,2001/9/5,シングル,松浦亜弥,zetima
79,ミニモニ。テレフォン!リンリンリン/ミニモニ。バスガイド,2001/9/12,シングル,ミニモニ。,zetima
80,溢れちゃう・・・BE IN LOVE,2001/9/19,シングル,後藤真希,zetima
81,This is 運命,2001/10/11,シングル,メロン記念日,zetima
82,恋人は心の応援団,2001/10/17,シングル,カントリー娘。に石川梨華（モーニング娘。）,zetima
83,Mr.Moonlight ～愛のビッグバンド～,2001/10/31,シングル,モーニング娘。,zetima
84,プロポーズ,2001/11/7,シングル,平家みちよ,zetima
85,ぴったりしたいX'mas!,2001/11/14,シングル,プッチモニ,zetima
86,王子様と雪の夜,2001/11/21,シングル,タンポポ,zetima
87,100回のKISS,2001/11/28,シングル,松浦亜弥,zetima
88,ミニハムずの愛の唄,2001/12/5,シングル,ミニハムず,zetima
89,愛は無敵〜二十歳の夜の誓い〜,2001/12/5,シングル,シェキドル,zetima
90,ミニモニ。ひなまつり!/ミニ。ストロベリ～パイ,2002/1/30,シングル,ミニモニ。,zetima
91,♡桃色片想い♡,2002/2/6,シングル,松浦亜弥,zetima
92,さぁ!恋人になろう,2002/2/14,シングル,メロン記念日,zetima
93,そうだ! We're ALIVE,2002/2/20,シングル,モーニング娘。,zetima
94,東京、宵町草。,2002/2/21,シングル,前田有紀,テイチクエンタテインメント
95,会えない長い日曜日,2002/3/13,シングル,藤本美貴,hachama
96,色っぽい女～SEXY BABY～,2002/4/17,シングル,カントリー娘。に石川梨華（モーニング娘。）,zetima
97,アイ～ン体操/アイ～ン!ダンスの唄,2002/4/24,シングル,バカ殿様とミニモニ姫。,zetima
98,手を握って歩きたい,2002/5/9,シングル,後藤真希,zetima
99,Yeah!めっちゃホリディ,2002/5/29,シングル,松浦亜弥,zetima
100,ムラサキシキブ,2002/6/5,シングル,平家みちよ,zetima
101,そっと口づけて ギュッと抱きしめて,2002/6/12,シングル,藤本美貴,hachama
102,夏の夜はデインジャー!,2002/6/19,シングル,メロン記念日,zetima
602,モーニング娘。シングルメドレー ～ハワイアン～,2002/6/26,シングル,高木ブーとモ－ニング娘｡･ココナッツ娘｡･藤本美貴･石川リカ,zetima
103,幸せきょうりゅう音頭,2002/7/3,シングル,おどる♥11,zetima
104,幸せですか?,2002/7/3,シングル,セクシー8,zetima
105,幸せビーム!好き好きビーム!,2002/7/3,シングル,ハッピー♥7,zetima
106,Do it! Now,2002/7/24,シングル,モーニング娘。,zetima
107,やる気!IT'S EASY,2002/8/21,シングル,後藤真希,zetima
108,東京美人,2002/8/28,シングル,中澤裕子,zetima
109,ロマンティック 浮かれモード,2002/9/4,シングル,藤本美貴,hachama
110,The 美学,2002/9/19,シングル,松浦亜弥,zetima
111,BE HAPPY 恋のやじろべえ,2002/9/26,シングル,タンポポ,zetima
112,香水,2002/10/23,シングル,メロン記念日,zetima
113,ここにいるぜぇ!,2002/10/30,シングル,モーニング娘。,zetima
114,ボーイフレンド,2002/11/7,シングル,藤本美貴,hachama
115,BYE BYE 最後の夜,2002/11/12,シングル,カントリー娘。に石川梨華（モーニング娘。）,zetima
116,SHALL WE LOVE?,2002/11/20,シングル,ごまっとう,PICCOLO TOWN
117,げんき印の大盛りソング/お菓子つくっておっかすぃ〜,2002/11/27,シングル,ミニモニ。と高橋愛＋4KIDS,zetima
118,ミニハムずの結婚ソング,2002/12/4,シングル,ミニハムず,zetima
119,草原の人,2002/12/11,シングル,松浦亜弥,zetima
120,サン・トワ・マミー/君といつまでも,2002/12/18,シングル,後藤真希,PICCOLO TOWN
601,がんばっちゃえ！/HEY ！未来,2003/1/29,DVDシングル,モーニング娘。,zetima
121,赤いフリージア,2003/1/29,シングル,メロン記念日,zetima
122,ブギートレイン '03,2003/2/5,シングル,藤本美貴,hachama
123,モーニング娘。のひょっこりひょうたん島,2003/2/19,シングル,モーニング娘。,zetima
124,ね～え?,2003/3/12,シングル,松浦亜弥,zetima
125,うわさのSEXY GUY,2003/3/19,シングル,後藤真希,PICCOLO TOWN
126,ロックンロール県庁所在地～おぼえちゃいなシリーズ～,2003/4/9,シングル,ミニモニ。,zetima
127,AS FOR ONE DAY,2003/4/23,シングル,モーニング娘。,zetima
128,母と娘のデュエットソング,2003/5/1,シングル,おけいさんと安倍なつみ,hachama
129,チャンス of LOVE,2003/5/8,シングル,メロン記念日,zetima
130,ミニモニ。数え歌～お風呂ば～じょん～/ミニモニ。数え歌～デートば～じょん～,2003/5/14,シングル,ミニモニ。,zetima
131,GET ALONG WITH YOU,2003/5/21,シングル,中澤裕子,zetima
132,GOOD BYE 夏男,2003/6/4,シングル,松浦亜弥,zetima
133,スクランブル,2003/6/18,シングル,後藤真希,PICCOLO TOWN
134,壊れない愛がほしいの/GET UP!ラッパー/BE ALL RIGHT! ,2003/7/9,シングル,7AIR/SALT5/11WATER,zetima
135,東京きりぎりす,2003/7/16,シングル,前田有紀,zetima
136,浮気なハニーパイ,2003/7/24,シングル,カントリー娘。に紺野と藤本（モーニング娘。）,zetima
137,シャボン玉,2003/7/30,シングル,モーニング娘。,zetima
138,行くZYX! FLY HIGH,2003/8/6,シングル,ZYX,PICCOLO TOWN
139,22歳の私,2003/8/13,シングル,安倍なつみ,hachama
140,SEXY NIGHT ～忘れられない彼～,2003/8/20,シングル,ROMANS,zetima
141,抱いてよ!PLEASE GO ON,2003/8/27,シングル,後藤真希,PICCOLO TOWN
142,MI DA RA 摩天楼,2003/9/10,シングル,メロン記念日,zetima
143,愛の園～Touch My Heart!～,2003/9/18,シングル,モーニング娘。おとめ組,zetima
144,晴れ 雨 のち スキ ♡,2003/9/18,シングル,モーニング娘。さくら組,zetima
145,THE LAST NIGHT,2003/9/26,シングル,松浦亜弥,zetima
146,CRAZY ABOUT YOU,2003/10/16,シングル,ミニモニ。,zetima
147,FIRST KISS,2003/10/29,シングル,あぁ!,PICCOLO TOWN
148,Go Girl ～恋のヴィクトリー～,2003/11/6,シングル,モーニング娘。,zetima
149,先輩～LOVE AGAIN～,2003/11/12,シングル,カントリー娘。に紺野と藤本（モーニング娘。）,zetima
150,ミラクルルン グランプリン!/ピ～ヒャラ小唄,2003/11/19,シングル,ミニハムず/プリンちゃん,zetima
151,原色GAL 派手に行くべ!,2003/11/27,シングル,後藤真希,PICCOLO TOWN
152,かわいい彼 ,2003/12/3,シングル,メロン記念日,zetima
153,白いTOKYO,2003/12/10,シングル,ZYX,PICCOLO TOWN
154,さらさらの川,2004/1/1,シングル,前田有紀,zetima
155,愛あらばIT'S ALL RIGHT,2004/1/21,シングル,モーニング娘。,zetima
156,奇跡の香りダンス。,2004/1/28,シングル,松浦亜弥,zetima
157,エーゲ海に抱かれて,2004/2/4,シングル,飯田圭織,地中海レーベル
158,元気のない日の子守唄/長良川の晴れ,2004/2/11,シングル,中澤裕子,zetima
159,友情～心のブスにはならねぇ!～,2004/2/25,シングル,モーニング娘。おとめ組,zetima
160,さくら満開,2004/2/25,シングル,モーニング娘。さくら組,zetima
161,あなたなしでは生きてゆけない,2004/3/3,シングル,Berryz工房,PICCOLO TOWN
162,風信子（ヒヤシンス）,2004/3/10,シングル,松浦亜弥,zetima
163,サヨナラのLOVE SONG,2004/3/17,シングル,後藤真希,PICCOLO TOWN
164,ラッキーチャチャチャ!,2004/4/21,シングル,ミニモニ。,zetima
165,ファイティングポーズはダテじゃない!,2004/4/28,シングル,Berryz工房,PICCOLO TOWN
166,浪漫 ～MY DEAR BOY～,2004/5/12,シングル,モーニング娘。,zetima
167,恋のバカンス,2004/5/19,シングル,W,zetima
168,ピリリと行こう!,2004/5/26,シングル,Berryz工房,PICCOLO TOWN
169,DO MY BEST,2004/5/26,シングル,中澤裕子,zetima
170,だって生きてかなくちゃ,2004/6/2,シングル,安倍なつみ,hachama
171,涙の太陽,2004/6/9,シングル,メロン記念日,zetima
172,横浜蜃気楼,2004/7/7,シングル,後藤真希,PICCOLO TOWN
173,女子かしまし物語,2004/7/22,シングル,モーニング娘。,zetima
174,YOUR SONG～青春宣誓～ ,2004/7/28,シングル,松浦亜弥,zetima
175,ドアの向こうでBellが鳴ってた,2004/7/28,シングル,飯田圭織,地中海レーベル
176,シャイニング 愛しき貴方,2004/8/4,シングル,カントリー娘。に紺野と藤本（モーニング娘。）,zetima
177,恋のテレフォンGOAL,2004/8/11,シングル,安倍なつみ,hachama
178,あぁ いいな!,2004/8/18,シングル,W,zetima
179,ハピネス～幸福歓迎!,2004/8/25,シングル,Berryz工房,PICCOLO TOWN
180,恋のヌケガラ,2004/9/23,シングル,美勇伝,PICCOLO TOWN
181,西新宿で逢ったひと,2004/9/29,シングル,前田有紀,Rice Music
182,恋愛戦隊シツレンジャー,2004/10/6,シングル,後浦なつみ,zetima
183,ロボキッス,2004/10/14,シングル,W,zetima
184,渡良瀬橋,2004/10/20,シングル,松浦亜弥,zetima
185,シャンパンの恋,2004/10/27,シングル,メロン記念日,zetima
186,涙が止まらない放課後,2004/11/3,シングル,モーニング娘。,zetima
187,恋の呪縛,2004/11/10,シングル,Berryz工房,PICCOLO TOWN
188,さよなら「友達にはなりたくないの」,2004/11/17,シングル,後藤真希,PICCOLO TOWN
189,天才! LET'S GO あややム,2004/11/26,シングル,あややム with エコハムず,zetima
190,THE マンパワー!!!,2005/1/19,シングル,モーニング娘。,zetima
191,恋のフーガ,2005/2/9,シングル,W,zetima
192,肉体は正直なEROS,2005/2/9,シングル,メロン記念日,zetima
193,ずっと好きでいいですか,2005/2/23,シングル,松浦亜弥,zetima
194,カッチョイイゼ!JAPAN,2005/3/2,シングル,美勇伝,PICCOLO TOWN
195,スッペシャル ジェネレ〜ション,2005/3/30,シングル,Berryz工房,PICCOLO TOWN
196,夢ならば,2005/4/20,シングル,安倍なつみ,hachama
197,大阪 恋の歌,2005/4/27,シングル,モーニング娘。,zetima
198,愛の意味を教えて,2005/5/18,シングル,W,zetima
199,紫陽花アイ愛物語,2005/5/25,シングル,美勇伝,PICCOLO TOWN
200,なんちゅう恋をやってるぅ YOU KNOW?,2005/6/8,シングル,Berryz工房,PICCOLO TOWN
201,オンナ、哀しい、オトナ/印象派 ルノアールのように/人知れず 胸を奏でる 夜の秋,2005/6/22,シングル,セクシーオトナジャン/エレジーズ/プリプリピンク,zetima
202,スッピンと涙。,2005/7/6,シングル,後藤真希,PICCOLO TOWN
203,色っぽい じれったい,2005/7/27,シングル,モーニング娘。,zetima
204,21時までのシンデレラ,2005/8/3,シングル,Berryz工房,PICCOLO TOWN
205,ひとりじめ,2005/8/10,シングル,美勇伝,PICCOLO TOWN
206,恋の花,2005/8/31,シングル,安倍なつみ,hachama
207,Missラブ探偵,2005/9/7,シングル,W,zetima
208,気がつけば あなた,2005/9/21,シングル,松浦亜弥,zetima
209,クレナイの季節,2005/10/5,シングル,美勇伝,PICCOLO TOWN
210,好きすぎて バカみたい,2005/10/19,シングル,DEF.DIVA,zetima
211,直感2 ～逃した魚は大きいぞ!～,2005/11/9,シングル,モーニング娘。,zetima
212,ギャグ100回分愛してください,2005/11/23,シングル,Berryz工房,PICCOLO TOWN
213,たからもの,2005/11/30,シングル,千,hachama
214,今にきっと…In My LIFE,2006/1/25,シングル,後藤真希,PICCOLO TOWN
215,砂を噛むように…NAMIDA,2006/2/1,シングル,松浦亜弥,zetima
216,SEXY BOY ～そよ風に寄り添って～,2006/3/15,シングル,モーニング娘。,zetima
217,LET'S GO 楽天イーグルス,2006/3/23,インディーズシングル,DEF.DIVAと楽天イーグルス応援隊,UP-FRONT WORKS
218,ジリリ キテル,2006/3/29,シングル,Berryz工房,PICCOLO TOWN
219,スイートホリック,2006/4/12,シングル,安倍なつみ,hachama
220,まっさらブルージーンズ,2006/5/6,インディーズシングル,℃-ute,UP-FRONT WORKS
221,一切合切 あなたに∮あ・げ・る♪,2006/5/10,シングル,美勇伝,PICCOLO TOWN
222,即 抱きしめて,2006/6/3,インディーズシングル,℃-ute,UP-FRONT WORKS
223,ガラスのパンプス,2006/6/7,シングル,後藤真希,PICCOLO TOWN
224,お願い魅惑のターゲット/Crazy Happy!,2006/6/10,インディーズシングル,メロン記念日,UP-FRONT AGENCY
225,Ambitious! 野心的でいいじゃん,2006/6/21,シングル,モーニング娘。,zetima
226,ザ・ストレス,2006/6/28,シングル,安倍なつみ,hachama
603,夢から醒めて,2006/7/2,配信限定シングル,高橋愛(モーニング娘。),UP-FRONT WORKS
227,大きな愛でもてなして,2006/7/9,インディーズシングル,℃-ute,UP-FRONT WORKS
228,恋☆カナ,2006/7/12,シングル,月島きらり starring 久住小春(モーニング娘。),zetima
229,お前の涙を俺にくれ,2006/7/26,シングル,前田有紀,Rice Music
230,わっきゃない(Z),2006/7/29,インディーズシングル,℃-ute,UP-FRONT WORKS
231,笑っちゃおうよ BOYFRIEND,2006/8/2,シングル,Berryz工房,PICCOLO TOWN
232,Thanks!,2006/9/13,シングル,GAM,hachama
233,うらら,2006/9/27,シングル,中澤裕子,zetima
234,甘すぎた果実,2006/10/4,シングル,安倍なつみ,hachama
235,SOME BOYS! TOUCH,2006/10/11,シングル,後藤真希,PICCOLO TOWN
236,メロディーズ,2006/10/18,シングル,GAM,hachama
237,ヤングDAYS!!,2006/10/22,インディーズシングル,THE ポッシボー（ハロプロエッグ）,GOOD FACTORY RECORDS
238,バラライカ,2006/10/25,シングル,月島きらり starring 久住小春(モーニング娘。),zetima
239,歩いてる,2006/11/8,シングル,モーニング娘。,zetima
240,愛すクリ〜ムとMyプリン,2006/11/22,シングル,美勇伝,PICCOLO TOWN
241,胸さわぎスカーレット,2006/12/6,シングル,Berryz工房,PICCOLO TOWN
242,初恋のカケラ,2006/12/10,インディーズシングル,THE ポッシボー,GOOD FACTORY RECORDS
243,僕らが生きるMY ASIA,2007/1/24,シングル,モーニング娘。誕生10年記念隊,zetima
244,笑顔YESヌード,2007/2/14,シングル,モーニング娘。,zetima
245,主食 = GOHANの唄,2007/2/18,インディーズシングル,THE ポッシボー,GOOD FACTORY RECORDS
246,桜チラリ,2007/2/21,シングル,℃-ute,zetima
247,VERY BEAUTY,2007/3/7,シングル,Berryz工房,PICCOLO TOWN
248,LU LU LU,2007/3/21,シングル,GAM,hachama
249,ダイスキ楽天イーグルス,2007/3/24,インディーズシングル,GAM,UP-FRONT WORKS
250,アンフォゲッタブル,2007/3/28,シングル,メロン記念日,zetima
251,シークレット,2007/4/11,シングル,後藤真希,PICCOLO TOWN
252,悲しみトワイライト,2007/4/25,シングル,モーニング娘。,zetima
253,ハッピー☆彡,2007/5/2,シングル,月島きらり starring 久住小春(モーニング娘。),zetima
254,Too far away ～女のこころ～,2007/5/9,シングル,安倍なつみ,hachama
255,ここにいるぜぇ!,2007/5/16,シングル,アテナ,zetima
256,恋する♡エンジェル♡ハート,2007/5/23,シングル,美勇伝,PICCOLO TOWN
257,オヤジの心に灯った小さな火〜デュエットバージョン〜,2007/5/23,シングル,里田まい with 藤岡藤巻,zetima
258,夏のトロピカル娘。,2007/6/13,インディーズシングル,THE ポッシボー featuring 秋山ゆりか・橋本愛奈,GOOD FACTORY RECORDS
259,金魚すくいと花火大会,2007/6/13,インディーズシングル,THE ポッシボー featuring 岡田ロビン翔子・後藤夕貴,GOOD FACTORY RECORDS
582,Song&Monologues...季節の物語 〜聞きたいこと〜,2007/6/19,インディーズシングル,中澤裕子,UP-FRONT AGENCY
260,告白の噴水広場,2007/6/27,シングル,Berryz工房,PICCOLO TOWN
261,めぐる恋の季節,2007/7/11,シングル,℃-ute,zetima
262,女に幸あれ,2007/7/25,シングル,モーニング娘。,zetima
263,はなをぷーん / ふたりはNS,2007/8/1,シングル,きら☆ぴか,zetima
264,風のうわさ,2007/8/1,インディーズシングル,THE ポッシボー,GOOD FACTORY RECORDS
265,愛しき悪友(とも)へ,2007/8/8,シングル,モーニング娘。誕生10年記念隊,zetima
266,笑顔,2007/8/29,シングル,松浦亜弥,zetima
267,お願い魅惑のターゲット～マンゴープリンMix～,2007/9/5,シングル,メロン記念日,zetima
268,鳴り始めた恋のBell,2007/9/12,シングル,音楽ガッタス,zetima
269,相愛太鼓,2007/9/26,シングル,前田有紀,Rice Music
270,じゃじゃ馬パラダイス,2007/9/26,シングル,美勇伝,PICCOLO TOWN
271,だんな様,2007/10/10,シングル,中澤裕子,zetima
272,都会っ子 純情,2007/10/17,シングル,℃-ute,zetima
273,息を重ねましょう,2007/10/24,シングル,安倍なつみ,hachama
274,ホントのじぶん,2007/10/31,シングル,Buono!,ポニーキャニオン
275,チャンス!,2007/11/7,シングル,月島きらり starring 久住小春(モーニング娘。),zetima
276,勝利のBIG WAVE!!!,2007/11/14,シングル,アテナ＆ロビケロッツ,zetima
277,みかん,2007/11/21,シングル,モーニング娘。,zetima
278,付き合っているのに片思い,2007/11/28,シングル,Berryz工房,PICCOLO TOWN
279,やったろうぜ!,2007/12/5,シングル,音楽ガッタス,zetima
280,16歳の恋なんて,2008/1/16,シングル,安倍なつみ＆矢島舞美,hachama
281,恋愛♥ライダー,2008/2/6,シングル,Buono!,ポニーキャニオン
282,青春!LOVE ランチ,2008/2/13,シングル,アテナ＆ロビケロッツ,zetima
283,LALALA 幸せの歌,2008/2/27,シングル,℃-ute,zetima
284,ジンギスカン,2008/3/12,シングル,Berryz工房,PICCOLO TOWN
285,カリスマ・綺麗,2008/3/19,シングル,メロン記念日,zetima
286,越えろ!楽天イーグルス,2008/3/20,シングル,℃-ute,zetima
287,リゾナント ブルー,2008/4/16,シングル,モーニング娘。,zetima
288,涙の色,2008/4/23,シングル,℃-ute,zetima
289,置き手紙,2008/4/23,シングル,藤本美貴,Rice Music
290,なんにも言わずに I LOVE YOU ,2008/4/23,シングル,美勇伝,PICCOLO TOWN
291,アナタボシ,2008/4/30,シングル,MilkyWay,zetima
292,Kiss!Kiss!Kiss! ,2008/5/14,シングル,Buono!,ポニーキャニオン
293,きずな,2008/5/21,シングル,松浦亜弥,zetima
294,C＼C （シンデレラ＼コンプレックス）,2008/6/11,シングル,High-King,zetima
295,マノピアノ,2008/6/29,インディーズシングル,真野恵里菜,UP-FRONT WORKS
296,行け 行け モンキーダンス,2008/7/9,シングル,Berryz工房,PICCOLO TOWN
297,パパンケーキ,2008/7/16,シングル,月島きらり starring 久住小春(モーニング娘。),zetima
298,江戸の手毬唄Ⅱ,2008/7/30,シングル,℃-ute,zetima
299,ガチンコでいこう!,2008/8/20,シングル,Buono!,ポニーキャニオン
300,Come Together,2008/9/10,シングル,音楽ガッタス,zetima
301,ジンギスカン タルタルミックス,2008/9/17,シングル,ジンギスカン×Berryz工房,PICCOLO TOWN
302,ペッパー警部,2008/9/24,シングル,モーニング娘。,zetima
303,ラッキーオーラ,2008/10/4,インディーズシングル,真野恵里菜,UP-FRONT WORKS
304,タンタンターン!,2008/10/29,シングル,MilkyWay,zetima
305,MADAYADE,2008/11/5,シングル,Berryz工房,PICCOLO TOWN
306,ロッタラロッタラ,2008/11/12,シングル,Buono!,ポニーキャニオン
307,FOREVER LOVE,2008/11/26,シングル,℃-ute,zetima
308,スクリーン,2008/12/3,シングル,安倍なつみ,hachama
309,みんなのたまご,2008/12/10,シングル,しゅごキャラエッグ!,ポニーキャニオン
310,ラララ-ソソソ,2008/12/13,インディーズシングル,真野恵里菜,UP-FRONT WORKS
311,co・no・mi・chi,2009/1/21,シングル,Buono!,ポニーキャニオン
312,はぴ☆はぴ サンデー!,2009/2/4,シングル,月島きらり starring 久住小春(モーニング娘。),zetima
313,チョコレート魂,2009/2/11,シングル,松浦亜弥,zetima
314,泣いちゃうかも,2009/2/18,シングル,モーニング娘。,zetima
315,しゅごしゅご!,2009/2/25,シングル,しゅごキャラエッグ!,ポニーキャニオン
316,ケンチャナ 〜大丈夫〜,2009/2/25,シングル,前田有紀,Rice Music
317,抱きしめて 抱きしめて,2009/3/11,シングル,Berryz工房,PICCOLO TOWN
318,乙女の祈り,2009/3/18,シングル,真野恵里菜,hachama
319,青春 僕/青春 俺,2009/3/25,シングル,矢口真里/エアバンド,hachama
321,Bye Bye Bye!,2009/4/15,シングル,℃-ute,zetima
322,MY BOY,2009/4/29,シングル,Buono!,ポニーキャニオン
323,しょうがない 夢追い人,2009/5/13,シングル,モーニング娘。,zetima
324,はじめての経験,2009/5/20,シングル,真野恵里菜,hachama
325,おまかせ♪ガーディアン,2009/5/27,シングル,ガーディアンズ4,ポニーキャニオン
326,青春バスガイド/ライバル,2009/6/3,シングル,Berryz工房,PICCOLO TOWN
327,ぁまのじゃく,2009/6/7,インディーズシングル,S/mileage,GOOD FACTORY RECORD
328,暑中お見舞い申し上げます,2009/7/1,シングル,℃-ute,zetima
329,世界はサマー・パーティ,2009/7/29,シングル,真野恵里菜,hachama
330,なんちゃって恋愛,2009/8/12,シングル,モーニング娘。,zetima
331,Take It Easy!,2009/8/26,シングル,Buono!,ポニーキャニオン
